gene_ID	Name	moduleColor	MM	Functional_Category	biological_process	molecular_function
gene:Rv1564c	treX	tan	0.439133931	virulence, detoxification, adaptation	NA	NA
gene:Rv2582	ppiB	tan	0.582665704	information pathways	protein modification process	catalytic activity, acting on a protein, isomerase activity
gene:Rv1780	Rv1780	tan	0.710825043	conserved hypotheticals	NA	NA
gene:Rv3194c	Rv3194c	tan	0.461079401	cell wall and cell processes	protein catabolic process	catalytic activity, acting on a protein, hydrolase activity
gene:Rv0014c	pknB	tan	0.954086273	regulatory proteins	protein modification process, carbohydrate derivative metabolic process, cell wall organization or biogenesis	catalytic activity, acting on a protein, transferase activity, molecular function regulator
gene:Rv0203	Rv0203	tan	0.646888732	cell wall and cell processes	NA	NA
gene:Rv2213	pepB	tan	0.717018472	intermediary metabolism and respiration	NA	NA
gene:Rv0418	lpqL	tan	0.887966251	cell wall and cell processes	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv2463	lipP	tan	0.819621289	intermediary metabolism and respiration	NA	NA
gene:Rv3264c	manB	tan	0.934882073	cell wall and cell processes	NA	transferase activity
gene:Rv0431	Rv0431	tan	0.820727248	cell wall and cell processes	NA	NA
gene:Rv3336c	trpS	tan	0.930555037	information pathways	cellular amino acid metabolic process, tRNA metabolic process	catalytic activity, acting on RNA, ligase activity
gene:Rv0733	adk	tan	0.939555551	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	transferase activity, nucleobase-containing small molecule metabolic process
gene:Rv3909	Rv3909	tan	0.893167516	conserved hypotheticals	NA	NA
gene:Rv0498	Rv0498	tan	0.62251574	conserved hypotheticals	NA	NA
gene:Rv3772	hisC2	tan	0.83225011	intermediary metabolism and respiration	NA	NA
gene:Rv0554	bpoC	tan	0.700770802	virulence, detoxification, adaptation	detoxification	oxidoreductase activity, antioxidant activity, hydrolase activity
gene:Rv3280	accD5	tan	0.938258895	lipid metabolism	lipid metabolic process	ligase activity, transferase activity
gene:Rv0023	Rv0023	tan	0.566548735	regulatory proteins	NA	DNA binding
gene:Rv2477c	Rv2477c	tan	0.87910085	cell wall and cell processes	NA	NA
gene:Rv0248c	Rv0248c	tan	0.776333146	intermediary metabolism and respiration	generation of precursor metabolites and energy, lipid metabolic process	generation of precursor metabolites and energy, oxidoreductase activity
gene:Rv0778	cyp126	tan	0.866123485	intermediary metabolism and respiration	lipid metabolic process	oxidoreductase activity
gene:Rv2543	lppA	tan	0.473126755	cell wall and cell processes	NA	NA
gene:Rv3630	Rv3630	tan	0.879108987	cell wall and cell processes	NA	NA
gene:Rv1614	lgt	tan	0.900724192	cell wall and cell processes	NA	catalytic activity, acting on a protein, transferase activity
gene:Rv0773c	ggtA	tan	0.937265367	intermediary metabolism and respiration	sulfur compound metabolic process, cellular modified amino acid metabolic process	catalytic activity, acting on a protein, hydrolase activity, transferase activity
gene:Rv1021	Rv1021	tan	0.881085612	conserved hypotheticals	NA	NA
gene:Rv0357c	purA	tan	0.571513342	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	ligase activity
gene:Rv2112c	dop	tan	0.73933213	intermediary metabolism and respiration	protein catabolic process, protein modification process	catalytic activity, acting on a protein, hydrolase activity
gene:Rv0732	secY	tan	0.906199288	cell wall and cell processes	transmembrane transport, intracellular protein transport	transmembrane transport, transporter activity
gene:Rv0659c	mazF2	tan	0.737864937	virulence, detoxification, adaptation	mRNA metabolic process	catalytic activity, acting on RNA, hydrolase activity, DNA binding
gene:Rv0110	Rv0110	tan	0.849124916	cell wall and cell processes	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv2883c	pyrH	tan	0.903005792	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	nucleobase-containing small molecule metabolic process, transferase activity
gene:Rv0444c	rskA	tan	0.911235278	information pathways	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated
gene:Rv0715	rplX	tan	0.673906855	information pathways	NA	RNA binding, ribosome, structural molecule activity
gene:Rv0446c	Rv0446c	tan	0.839220566	cell wall and cell processes	lipid metabolic process	oxidoreductase activity
gene:Rv2754c	thyX	tan	0.59093787	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	transferase activity
gene:Rv0508	Rv0508	tan	0.62992945	conserved hypotheticals	NA	NA
gene:Rv2448c	valS	tan	0.589657737	information pathways	cellular amino acid metabolic process, tRNA metabolic process	catalytic activity, acting on RNA, ligase activity, tRNA metabolic process, hydrolase activity
gene:Rv0217c	lipW	tan	0.418909263	intermediary metabolism and respiration	NA	hydrolase activity
gene:Rv1328	glgP	tan	0.902414017	intermediary metabolism and respiration	carbohydrate metabolic process, generation of precursor metabolites and energy	transferase activity
gene:Rv0056	rplI	tan	0.636231088	information pathways	NA	ribosome, structural molecule activity, RNA binding
gene:Rv3794	embA	tan	0.864359607	cell wall and cell processes	cell wall organization or biogenesis	transferase activity
gene:Rv1613	trpA	tan	0.90984745	intermediary metabolism and respiration	cellular amino acid metabolic process	cellular amino acid metabolic process, lyase activity
gene:Rv3307	deoD	tan	0.62637983	intermediary metabolism and respiration	NA	NA
gene:Rv0177	Rv0177	tan	0.872985656	conserved hypotheticals	NA	NA
gene:Rv0427c	xthA	tan	0.861364357	information pathways	DNA repair	hydrolase activity, catalytic activity, acting on DNA
gene:Rv2610c	pimA	tan	0.89566887	lipid metabolism	carbohydrate derivative metabolic process, lipid metabolic process	transferase activity
gene:Rv2119	Rv2119	tan	0.868833421	conserved hypotheticals	NA	NA
gene:Rv0356c	Rv0356c	tan	0.896800074	conserved hypotheticals	NA	NA
gene:Rv3260c	whiB2	tan	0.606169627	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, catalytic activity, acting on a protein, oxidoreductase activity
gene:Rv0500	proC	tan	0.884597605	intermediary metabolism and respiration	cellular amino acid metabolic process	oxidoreductase activity
gene:Rv0798c	cfp29	tan	0.934785159	virulence, detoxification, adaptation	NA	NA
gene:Rv1069c	Rv1069c	tan	0.909738224	conserved hypotheticals	NA	NA
gene:Rv1538c	ansA	tan	0.835648072	intermediary metabolism and respiration	cellular amino acid metabolic process	hydrolase activity
gene:Rv2229c	Rv2229c	tan	0.873814365	conserved hypotheticals	NA	NA
gene:Rv3646c	topA	tan	0.885130749	information pathways	NA	catalytic activity, acting on DNA, isomerase activity, DNA binding
gene:Rv2945c	lppX	tan	0.806529915	cell wall and cell processes	cell wall organization or biogenesis	transporter activity
gene:Rv0391	metZ	tan	0.873123815	intermediary metabolism and respiration	sulfur compound metabolic process, cellular amino acid metabolic process	lyase activity, transferase activity
gene:Rv3396c	guaA	tan	0.853514868	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, cellular amino acid metabolic process	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, ligase activity, hydrolase activity
gene:Rv3281	accE5	tan	0.946233032	lipid metabolism	NA	ligase activity
gene:Rv1457c	Rv1457c	tan	0.829220265	cell wall and cell processes	transmembrane transport	NA
gene:Rv3888c	Rv3888c	tan	0.734399576	cell wall and cell processes	NA	hydrolase activity
gene:Rv2612c	pgsA1	tan	0.890836211	lipid metabolism	lipid metabolic process	transferase activity
gene:Rv3255c	manA	tan	0.626415033	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, carbohydrate metabolic process	isomerase activity
gene:Rv3375	amiD	tan	0.866710522	intermediary metabolism and respiration	NA	hydrolase activity
gene:Rv2139	pyrD	tan	0.53043551	intermediary metabolism and respiration	nucleobase-containing small molecule metabolic process, carbohydrate derivative metabolic process	oxidoreductase activity
gene:Rv3775	lipE	tan	0.492254412	intermediary metabolism and respiration	NA	NA
gene:Rv3786c	Rv3786c	tan	0.690622374	conserved hypotheticals	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv3779	Rv3779	tan	0.497122785	cell wall and cell processes	carbohydrate derivative metabolic process, lipid metabolic process	transferase activity
gene:Rv3032A	Rv3032A	tan	0.823862545	conserved hypotheticals	NA	NA
gene:Rv1474c	Rv1474c	tan	0.76675034	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv2908c	Rv2908c	tan	0.8198661	conserved hypotheticals	NA	NA
gene:Rv2446c	Rv2446c	tan	0.859445917	cell wall and cell processes	NA	NA
gene:Rv2845c	proS	tan	0.588236387	information pathways	cellular amino acid metabolic process, tRNA metabolic process	catalytic activity, acting on RNA, ligase activity, tRNA metabolic process, hydrolase activity
gene:Rv2979c	Rv2979c	tan	0.586836286	insertion seqs and phages	DNA recombination	DNA binding, DNA recombination, catalytic activity, acting on DNA
gene:Rv2015c	Rv2015c	tan	0.539268911	conserved hypotheticals	NA	hydrolase activity
gene:Rv3921c	Rv3921c	tan	0.456870922	cell wall and cell processes	NA	NA
gene:Rv1379	pyrR	tan	0.512639745	regulatory proteins	regulation of transcription, DNA-templated	transferase activity
gene:Rv1383	carA	tan	0.667396155	intermediary metabolism and respiration	cellular amino acid metabolic process, nucleobase-containing small molecule metabolic process, carbohydrate derivative metabolic process	ligase activity
gene:Rv2476c	gdh	tan	0.861666123	intermediary metabolism and respiration	cellular amino acid metabolic process	oxidoreductase activity
gene:Rv3715c	recR	tan	0.846950516	information pathways	DNA repair, DNA recombination	DNA binding
gene:Rv0663	atsD	tan	0.501742522	intermediary metabolism and respiration	NA	hydrolase activity
gene:Rv3754	tyrA	tan	0.6511111	intermediary metabolism and respiration	cellular amino acid metabolic process	oxidoreductase activity
gene:Rv2245	kasA	tan	0.394016762	lipid metabolism	lipid metabolic process	transferase activity
gene:Rv0605	Rv0605	tan	0.787120047	insertion seqs and phages	DNA recombination	DNA binding, DNA recombination, catalytic activity, acting on DNA
gene:Rv2246	kasB	tan	0.547434671	lipid metabolism	lipid metabolic process, cell wall organization or biogenesis	transferase activity
gene:Rv1384	carB	tan	0.747152895	intermediary metabolism and respiration	cellular amino acid metabolic process, nucleobase-containing small molecule metabolic process, carbohydrate derivative metabolic process	ligase activity
gene:Rv2059	Rv2059	tan	0.506157054	conserved hypotheticals	NA	NA
gene:Rv1769	Rv1769	tan	0.759043734	conserved hypotheticals	cellular amino acid metabolic process	lyase activity
gene:Rv1659	argH	tan	0.619162639	intermediary metabolism and respiration	cellular amino acid metabolic process	lyase activity
gene:Rv3136	PPE51	tan	0.389289616	PE/PPE	NA	NA
gene:Rv2995c	leuB	tan	0.319850016	intermediary metabolism and respiration	cellular amino acid metabolic process	oxidoreductase activity
gene:Rv3355c	Rv3355c	tan	0.415795922	cell wall and cell processes	NA	NA
gene:Rv0036c	Rv0036c	tan	0.726202177	conserved hypotheticals	NA	NA
gene:Rv1606	hisI	tan	0.47870658	intermediary metabolism and respiration	cellular amino acid metabolic process	hydrolase activity
gene:Rv0354c	PPE7	tan	0.397721484	PE/PPE	NA	NA
gene:Rv1596	nadC	tan	0.499176712	intermediary metabolism and respiration	nucleobase-containing small molecule metabolic process	transferase activity
gene:Rv0355c	PPE8	tan	0.447794158	PE/PPE	NA	NA
gene:Rv2247	accD6	tan	0.54650281	lipid metabolism	lipid metabolic process	ligase activity, transferase activity
gene:Rv2907c	rimM	tan	0.675718407	information pathways	ribosome biogenesis	NA
gene:Rv0483	lprQ	thistle1	0.851386321	cell wall and cell processes	carbohydrate derivative metabolic process, cell wall organization or biogenesis	catalytic activity, acting on a protein, hydrolase activity, transferase activity
gene:Rv0497	Rv0497	thistle1	0.852107652	cell wall and cell processes	NA	NA
gene:Rv3214	gpm2	thistle1	0.682551775	intermediary metabolism and respiration	carbohydrate metabolic process	isomerase activity, hydrolase activity
gene:Rv1601	hisB	thistle1	0.575183589	intermediary metabolism and respiration	cellular amino acid metabolic process	lyase activity
gene:Rv0407	fgd1	thistle1	0.742715249	intermediary metabolism and respiration	carbohydrate metabolic process	oxidoreductase activity
gene:Rv1496	Rv1496	thistle1	0.791595771	cell wall and cell processes	NA	GTPase activity, hydrolase activity
gene:Rv1093	glyA1	thistle1	0.569659468	intermediary metabolism and respiration	cellular amino acid metabolic process, cellular modified amino acid metabolic process, vitamin metabolic process	transferase activity
gene:Rv1510	Rv1510	thistle1	0.638229305	cell wall and cell processes	NA	NA
gene:Rv1112	Rv1112	thistle1	0.880027935	conserved hypotheticals	NA	NA
gene:Rv1491c	Rv1491c	thistle1	0.528859511	cell wall and cell processes	NA	NA
gene:Rv2843	Rv2843	thistle1	0.904564857	cell wall and cell processes	NA	NA
gene:Rv1257c	Rv1257c	thistle1	0.829054971	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv2726c	dapF	thistle1	0.555734898	intermediary metabolism and respiration	cellular amino acid metabolic process	isomerase activity
gene:Rv1346	mbtN	thistle1	0.513903895	lipid metabolism	NA	oxidoreductase activity
gene:Rv2052c	Rv2052c	thistle1	0.534251059	conserved hypotheticals	NA	hydrolase activity
gene:Rv3816c	Rv3816c	thistle1	0.781870094	intermediary metabolism and respiration	lipid metabolic process	transferase activity
gene:Rv0838	lpqR	thistle1	0.867674236	cell wall and cell processes	cell wall organization or biogenesis	catalytic activity, acting on a protein, hydrolase activity
gene:Rv1600	hisC1	thistle1	0.634631247	intermediary metabolism and respiration	NA	NA
gene:Rv1479	moxR1	thistle1	0.890086207	regulatory proteins	NA	hydrolase activity
gene:Rv0627	vapC5	thistle1	0.719902195	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv0125	pepA	thistle1	0.769352809	intermediary metabolism and respiration	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv0049	Rv0049	thistle1	0.855993635	conserved hypotheticals	NA	NA
gene:Rv2141c	Rv2141c	thistle1	0.711051856	intermediary metabolism and respiration	cellular amino acid metabolic process	hydrolase activity
gene:Rv3452	cut4	thistle1	0.843030036	cell wall and cell processes	lipid metabolic process	hydrolase activity
gene:Rv0496	Rv0496	thistle1	0.76216745	conserved hypotheticals	NA	NA
gene:Rv1315	murA	thistle1	0.896716041	cell wall and cell processes	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, cell wall organization or biogenesis	transferase activity
gene:Rv0490	senX3	thistle1	0.943288119	regulatory proteins	protein modification process, detoxification, signaling, intracellular	catalytic activity, acting on a protein, molecular transducer activity, transferase activity, protein modification process, signaling, small molecule sensor activity
gene:Rv3817	Rv3817	thistle1	0.814745578	intermediary metabolism and respiration	NA	transferase activity
gene:Rv3785	Rv3785	thistle1	0.754398299	conserved hypotheticals	NA	NA
gene:Rv0681	Rv0681	thistle1	0.876861792	regulatory proteins	regulation of transcription, DNA-templated	DNA binding
gene:Rv2786c	ribF	thistle1	0.678963789	intermediary metabolism and respiration	vitamin metabolic process, carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	transferase activity
gene:Rv3105c	prfB	thistle1	0.877840026	information pathways	NA	translation regulator activity
gene:Rv0473	Rv0473	thistle1	0.708489731	cell wall and cell processes	NA	NA
gene:Rv3277	Rv3277	thistle2	0.729765495	cell wall and cell processes	carbohydrate metabolic process	NA
gene:Rv1111c	Rv1111c	thistle2	0.816843714	conserved hypotheticals	NA	NA
gene:Rv0809	purM	thistle2	0.754747319	intermediary metabolism and respiration	nucleobase-containing small molecule metabolic process, carbohydrate derivative metabolic process	ligase activity
gene:Rv1607	chaA	thistle2	0.894710761	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv0820	phoT	thistle2	0.877420445	cell wall and cell processes	NA	NA
gene:Rv2903c	lepB	thistle2	0.889371458	cell wall and cell processes	protein maturation	catalytic activity, acting on a protein, hydrolase activity
gene:Rv1007c	metS	thistle2	0.848606786	information pathways	NA	NA
gene:Rv3464	rmlB	thistle2	0.78315442	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, carbohydrate metabolic process	lyase activity
gene:Rv0495c	Rv0495c	thistle2	0.722533881	conserved hypotheticals	NA	NA
gene:Rv1747	Rv1747	thistle2	0.848852021	cell wall and cell processes	NA	NA
gene:Rv3434c	Rv3434c	thistle2	0.776772939	cell wall and cell processes	NA	NA
gene:Rv1244	lpqZ	thistle2	0.820229252	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv2844	Rv2844	thistle2	0.803554847	conserved hypotheticals	NA	NA
gene:Rv2684	arsA	thistle2	0.937564644	cell wall and cell processes	NA	NA
gene:Rv1451	Rv1451	thistle2	0.714593684	NULL	NA	NA
gene:Rv0198c	zmp1	thistle2	0.845285747	intermediary metabolism and respiration	protein maturation	catalytic activity, acting on a protein, hydrolase activity
gene:Rv1290c	Rv1290c	thistle2	0.813486775	conserved hypotheticals	NA	NA
gene:Rv2467	pepN	thistle2	0.872728975	intermediary metabolism and respiration	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv3199c	nudC	thistle2	0.92672959	intermediary metabolism and respiration	nucleobase-containing small molecule metabolic process	hydrolase activity, catalytic activity, acting on RNA
gene:Rv1140	Rv1140	thistle2	0.780206567	cell wall and cell processes	protein maturation	catalytic activity, acting on a protein, hydrolase activity
gene:Rv2418c	Rv2418c	thistle2	0.765052635	NULL	NA	NA
gene:Rv3922c	Rv3922c	thistle2	0.88591551	virulence, detoxification, adaptation	NA	NA
gene:Rv3284	Rv3284	thistle2	0.552610834	conserved hypotheticals	NA	NA
gene:Rv3482c	Rv3482c	thistle2	0.766553811	cell wall and cell processes	NA	NA
gene:Rv2181	Rv2181	thistle2	0.69624574	cell wall and cell processes	carbohydrate derivative metabolic process, lipid metabolic process	transferase activity
gene:Rv0181c	Rv0181c	thistle2	0.47321581	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv0050	ponA1	thistle2	0.811104804	cell wall and cell processes	carbohydrate derivative metabolic process, cell wall organization or biogenesis	transferase activity, catalytic activity, acting on a protein, hydrolase activity
gene:Rv0591	mce2C	thistle2	0.478512996	virulence, detoxification, adaptation	NA	NA
gene:Rv3923c	rnpA	thistle2	0.606013057	information pathways	tRNA metabolic process	catalytic activity, acting on RNA, hydrolase activity, tRNA metabolic process, RNA binding
gene:Rv2646	Rv2646	thistle2	0.648685378	insertion seqs and phages	DNA recombination	DNA binding
gene:Rv2878c	mpt53	turquoise	0.543345261	cell wall and cell processes	detoxification	catalytic activity, acting on a protein, isomerase activity, oxidoreductase activity, antioxidant activity
gene:Rv1726	Rv1726	turquoise	0.749123771	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv2372c	Rv2372c	turquoise	0.778171965	conserved hypotheticals	NA	NA
gene:Rv2877c	Rv2877c	turquoise	0.629762388	cell wall and cell processes	protein-containing complex assembly	NA
gene:Rv3866	espG1	turquoise	0.746595423	cell wall and cell processes	NA	NA
gene:Rv3867	espH	turquoise	0.778006892	cell wall and cell processes	NA	NA
gene:Rv3595c	PE_PGRS59	turquoise	0.548224563	PE/PPE	NA	NA
gene:Rv1800	PPE28	turquoise	0.802611883	PE/PPE	NA	NA
gene:Rv2583c	relA	turquoise	0.693830668	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	transferase activity, hydrolase activity
gene:Rv3204	Rv3204	turquoise	0.750926411	information pathways	DNA repair	transferase activity
gene:Rv0958	Rv0958	turquoise	0.563251108	intermediary metabolism and respiration	regulation of transcription, DNA-templated	catalytic activity, acting on a protein, transferase activity
gene:Rv2558	Rv2558	turquoise	0.74319441	conserved hypotheticals	NA	NA
gene:Rv0124	PE_PGRS2	turquoise	0.669001183	PE/PPE	NA	NA
gene:Rv0376c	Rv0376c	turquoise	0.848787436	conserved hypotheticals	NA	NA
gene:Rv1939	Rv1939	turquoise	0.568908148	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv3637	Rv3637	turquoise	0.598637411	insertion seqs and phages	NA	NA
gene:Rv2488c	Rv2488c	turquoise	0.531403424	regulatory proteins	regulation of transcription, DNA-templated, signaling, intracellular, nucleobase-containing small molecule metabolic process	DNA binding, lyase activity, cyclase activity
gene:Rv1938	ephB	turquoise	0.713954087	virulence, detoxification, adaptation	NA	hydrolase activity
gene:Rv2496c	bkdB	turquoise	0.866634012	intermediary metabolism and respiration	cellular amino acid metabolic process	oxidoreductase activity
gene:Rv3896c	Rv3896c	turquoise	0.508487173	conserved hypotheticals	NA	NA
gene:Rv3327	Rv3327	turquoise	0.278670898	insertion seqs and phages	DNA recombination	catalytic activity, acting on DNA, DNA binding
gene:Rv0335c	PE6	turquoise	0.793857357	PE/PPE	NA	NA
gene:Rv3069	Rv3069	turquoise	0.765755624	cell wall and cell processes	NA	NA
gene:Rv2497c	bkdA	turquoise	0.876551267	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, sulfur compound metabolic process	oxidoreductase activity
gene:Rv0807	Rv0807	turquoise	0.618383848	conserved hypotheticals	NA	NA
gene:Rv2495c	bkdC	turquoise	0.72370315	intermediary metabolism and respiration	NA	oxidoreductase activity, transferase activity, lipid binding
gene:Rv0834c	PE_PGRS14	turquoise	0.893545084	PE/PPE	NA	NA
gene:Rv0373c	Rv0373c	turquoise	0.716597299	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv0372c	Rv0372c	turquoise	0.584057789	conserved hypotheticals	NA	NA
gene:Rv2498c	citE	turquoise	0.743006384	intermediary metabolism and respiration	NA	lyase activity
gene:Rv2662	Rv2662	turquoise	0.89146873	conserved hypotheticals	NA	NA
gene:Rv3183	Rv3183	turquoise	0.692200347	regulatory proteins	NA	NA
gene:Rv3195	Rv3195	turquoise	0.600526689	conserved hypotheticals	NA	NA
gene:Rv2134c	Rv2134c	turquoise	0.854040995	conserved hypotheticals	NA	NA
gene:Rv3681c	whiB4	turquoise	0.703079275	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, catalytic activity, acting on a protein, oxidoreductase activity
gene:Rv1748	Rv1748	turquoise	0.796256189	conserved hypotheticals	NA	NA
gene:Rv0753c	mmsA	turquoise	0.880086381	intermediary metabolism and respiration	nucleobase-containing small molecule metabolic process, cellular amino acid metabolic process	oxidoreductase activity
gene:Rv0375c	Rv0375c	turquoise	0.743894252	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv0132c	fgd2	turquoise	0.891846793	intermediary metabolism and respiration	lipid metabolic process	oxidoreductase activity
gene:Rv1862	adhA	turquoise	0.607406155	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1832	gcvB	turquoise	0.764427267	intermediary metabolism and respiration	NA	NA
gene:Rv3333c	Rv3333c	turquoise	0.647275388	conserved hypotheticals	NA	NA
gene:Rv0984	moaB2	turquoise	0.662496206	intermediary metabolism and respiration	NA	NA
gene:Rv2656c	Rv2656c	turquoise	0.936804875	insertion seqs and phages	NA	NA
gene:Rv0266c	oplA	turquoise	0.584280343	intermediary metabolism and respiration	sulfur compound metabolic process, cellular modified amino acid metabolic process	hydrolase activity
gene:Rv1801	PPE29	turquoise	0.866363833	PE/PPE	NA	NA
gene:Rv1432	Rv1432	turquoise	0.481863437	intermediary metabolism and respiration	NA	NA
gene:Rv3534c	hsaF	turquoise	0.911794616	intermediary metabolism and respiration	cellular amino acid metabolic process	transferase activity, lyase activity
gene:Rv3036c	TB22.2	turquoise	0.882747203	cell wall and cell processes	lipid metabolic process	hydrolase activity
gene:Rv1168c	PPE17	turquoise	0.868549066	PE/PPE	NA	NA
gene:Rv2133c	Rv2133c	turquoise	0.863615159	conserved hypotheticals	NA	NA
gene:Rv1961	Rv1961	turquoise	0.756855236	conserved hypotheticals	NA	NA
gene:Rv1935c	echA13	turquoise	0.732964637	lipid metabolism	lipid metabolic process	lyase activity
gene:Rv3371	Rv3371	turquoise	0.491233985	lipid metabolism	lipid metabolic process, carbohydrate metabolic process	transferase activity
gene:Rv1973	Rv1973	turquoise	0.678502371	cell wall and cell processes	NA	NA
gene:Rv3473c	bpoA	turquoise	0.535661787	virulence, detoxification, adaptation	detoxification	oxidoreductase activity, antioxidant activity, hydrolase activity
gene:Rv2706c	Rv2706c	turquoise	0.501847395	conserved hypotheticals	NA	NA
gene:Rv0415	thiO	turquoise	0.764103414	intermediary metabolism and respiration	sulfur compound metabolic process, vitamin metabolic process	oxidoreductase activity
gene:Rv0687	Rv0687	turquoise	0.745264847	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv2115c	mpa	turquoise	0.687459231	cell wall and cell processes	protein catabolic process	catalytic activity, acting on a protein, hydrolase activity
gene:Rv2688c	Rv2688c	turquoise	0.898281031	cell wall and cell processes	detoxification, transmembrane transport	transmembrane transport, transporter activity
gene:Rv3802c	Rv3802c	turquoise	0.845018994	cell wall and cell processes	NA	NA
gene:Rv1005c	Rv1005c	turquoise	0.611560929	NULL	NA	NA
gene:Rv3916c	Rv3916c	turquoise	0.910822362	conserved hypotheticals	NA	NA
gene:Rv3192	Rv3192	turquoise	0.589471457	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv0749A	Rv0749A	turquoise	0.810427732	conserved hypotheticals	NA	NA
gene:Rv2013	Rv2013	turquoise	0.843642655	insertion seqs and phages	DNA recombination	catalytic activity, acting on DNA, DNA binding
gene:Rv1203c	Rv1203c	turquoise	0.686495732	conserved hypotheticals	NA	NA
gene:Rv3061c	fadE22	turquoise	0.769578596	lipid metabolism	NA	oxidoreductase activity
gene:Rv2304c	Rv2304c	turquoise	0.827338561	conserved hypotheticals	NA	NA
gene:Rv0037c	Rv0037c	turquoise	0.337311091	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv0674	Rv0674	turquoise	0.621123976	conserved hypotheticals	transcription, DNA-templated	NA
gene:Rv1934c	fadE17	turquoise	0.556954313	lipid metabolism	NA	oxidoreductase activity
gene:Rv0752c	fadE9	turquoise	0.840004633	lipid metabolism	NA	oxidoreductase activity
gene:Rv1004c	Rv1004c	turquoise	0.663563285	cell wall and cell processes	NA	NA
gene:Rv0750	Rv0750	turquoise	0.953588731	conserved hypotheticals	NA	NA
gene:Rv3348	Rv3348	turquoise	0.394237203	insertion seqs and phages	DNA recombination	catalytic activity, acting on DNA, DNA binding
gene:Rv3017c	esxQ	turquoise	0.72368788	cell wall and cell processes	NA	NA
gene:Rv2231A	vapC16	turquoise	0.671383678	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv1473A	Rv1473A	turquoise	0.472393156	regulatory proteins	NA	NA
gene:Rv1647	Rv1647	turquoise	0.916623993	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, signaling, intracellular	lyase activity, cyclase activity
gene:Rv2892c	PPE45	turquoise	0.713571784	PE/PPE	NA	NA
gene:Rv3349c	Rv3349c	turquoise	0.59275499	insertion seqs and phages	NA	NA
gene:Rv0628c	Rv0628c	turquoise	0.863198496	conserved hypotheticals	NA	NA
gene:Rv1225c	Rv1225c	turquoise	0.767168496	conserved hypotheticals	NA	hydrolase activity
gene:Rv2743c	Rv2743c	turquoise	0.682385363	cell wall and cell processes	NA	NA
gene:Rv0751c	mmsB	turquoise	0.934279535	intermediary metabolism and respiration	cellular amino acid metabolic process	oxidoreductase activity
gene:Rv1087A	Rv1087A	turquoise	0.703494788	cell wall and cell processes	NA	transferase activity
gene:Rv2742c	Rv2742c	turquoise	0.822379192	conserved hypotheticals	NA	NA
gene:Rv2768c	PPE43	turquoise	0.511190736	PE/PPE	NA	NA
gene:Rv1936	Rv1936	turquoise	0.863293996	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1082	mca	turquoise	0.720014689	virulence, detoxification, adaptation	carbohydrate derivative metabolic process, sulfur compound metabolic process, detoxification	hydrolase activity
gene:Rv2655c	Rv2655c	turquoise	0.888600341	insertion seqs and phages	NA	NA
